GUID,PROVID,PROVNAME,SDNAME,GEOTYPE,TEXTTHEME,TEXTID,HIER,INDENT,TEXTNAME,TEXTDATA,MDATA,FDATA
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13008,4.2.1.2.2.2,3,      Median after-tax income of two-or-more-person households in 2015 ($),53760,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13009,4.2.2,0,Total - Income statistics in 2015 for private households by household size - 25% sample data,245,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13010,4.2.2.1,1,  Average total income of households in 2015 ($),51641,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13011,4.2.2.2,1,  Average after-tax income of households in 2015 ($),44701,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13012,4.2.2.2.1,2,    Total - Income statistics in 2015 for one-person private households - 25% sample data,90,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13013,4.2.2.2.1.1,3,      Average total income of one-person households in 2015 ($),28441,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13014,4.2.2.2.1.2,3,      Average after-tax income of one-person households in 2015 ($),25592,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13015,4.2.2.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data,160,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13016,4.2.2.2.2.1,3,      Average total income of two-or-more-person households in 2015 ($),64274,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13017,4.2.2.2.2.2,3,      Average after-tax income of two-or-more-person households in 2015 ($),55107,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13018,4.2.3,0,Total - Household total income groups in 2015 for private households - 100% data,250,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13019,4.2.3.1,1,"  Under $5,000",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13020,4.2.3.2,1,"  $5,000 to $9,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13021,4.2.3.3,1,"  $10,000 to $14,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13022,4.2.3.4,1,"  $15,000 to $19,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13023,4.2.3.5,1,"  $20,000 to $24,999",25,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13024,4.2.3.6,1,"  $25,000 to $29,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13025,4.2.3.7,1,"  $30,000 to $34,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13026,4.2.3.8,1,"  $35,000 to $39,999",10,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13027,4.2.3.9,1,"  $40,000 to $44,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13028,4.2.3.10,1,"  $45,000 to $49,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13029,4.2.3.11,1,"  $50,000 to $59,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13030,4.2.3.12,1,"  $60,000 to $69,999",25,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13031,4.2.3.13,1,"  $70,000 to $79,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13032,4.2.3.14,1,"  $80,000 to $89,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13033,4.2.3.15,1,"  $90,000 to $99,999",10,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13034,4.2.3.16,1,"  $100,000 and over",30,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13035,4.2.3.16.1,2,"    $100,000 to $124,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13036,4.2.3.16.2,2,"    $125,000 to $149,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13037,4.2.3.16.3,2,"    $150,000 to $199,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13038,4.2.3.16.4,2,"    $200,000 and over",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13039,4.2.4,0,Total - Household after-tax income groups in 2015 for private households - 100% data,250,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13040,4.2.4.1,1,"  Under $5,000",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13041,4.2.4.2,1,"  $5,000 to $9,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13042,4.2.4.3,1,"  $10,000 to $14,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13043,4.2.4.4,1,"  $15,000 to $19,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13044,4.2.4.5,1,"  $20,000 to $24,999",30,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13045,4.2.4.6,1,"  $25,000 to $29,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13046,4.2.4.7,1,"  $30,000 to $34,999",25,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13047,4.2.4.8,1,"  $35,000 to $39,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13048,4.2.4.9,1,"  $40,000 to $44,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13049,4.2.4.10,1,"  $45,000 to $49,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13050,4.2.4.11,1,"  $50,000 to $59,999",25,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13051,4.2.4.12,1,"  $60,000 to $69,999",10,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13052,4.2.4.13,1,"  $70,000 to $79,999",20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13053,4.2.4.14,1,"  $80,000 to $89,999",10,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13054,4.2.4.15,1,"  $90,000 to $99,999",15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13055,4.2.4.16,1,"  $100,000 and over",10,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13056,4.2.4.16.1,2,"    $100,000 to $124,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13057,4.2.4.16.2,2,"    $125,000 to $149,999",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,13058,4.2.4.16.3,2,"    $150,000 and over",5,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14000,4.3.1,0,Total - Income statistics in 2015 for economic families in private households - 100% data,150,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14001,4.3.1.1,1,  Median total income of economic families in 2015 ($),61568,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14002,4.3.1.2,1,  Median after-tax income of economic families in 2015 ($),54656,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14003,4.3.1.3,1,  Average family size of economic families,2.6,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14004,4.3.2,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data,95,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14005,4.3.2.1,1,  Median total income of couple economic families without children or other relatives in 2015 ($),56064,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14006,4.3.2.2,1,  Median after-tax income of couple economic families without children or other relatives in 2015 ($),49280,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14007,4.3.2.3,1,  Average family size of couple economic families without children or other relatives,2,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14008,4.3.3,0,Total - Income statistics in 2015 for couple economic families with children in private households - 100% data,35,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14009,4.3.3.1,1,  Median total income of couple economic families with children in 2015 ($),90368,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14010,4.3.3.2,1,  Median after-tax income of couple economic families with children in 2015 ($),83661,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14011,4.3.3.3,1,  Average family size of couple economic families with children,3.8,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14012,4.3.4,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data,15,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14013,4.3.4.1,1,  Median total income of lone-parent economic families in 2015 ($),0,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14014,4.3.4.2,1,  Median after-tax income of lone-parent economic families in 2015 ($),0,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14015,4.3.4.3,1,  Average family size of lone-parent economic families,2.7,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14016,4.3.5,0,Total - Income statistics in 2015 for economic families in private households - 25% sample data,160,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14017,4.3.5.1,1,  Average total income of economic families in 2015 ($),64274,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14018,4.3.5.2,1,  Average after-tax income of economic families in 2015 ($),55107,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14019,4.3.6,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data,115,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14020,4.3.6.1,1,  Average total income of couple economic families without children or other relatives in 2015 ($),58387,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14021,4.3.6.2,1,  Average after-tax income of couple economic families without children or other relatives in 2015 ($),50522,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14022,4.3.7,0,Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data,20,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14023,4.3.7.1,1,  Average total income of couple economic families with children in 2015 ($),0,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14024,4.3.7.2,1,  Average after-tax income of couple economic families with children in 2015 ($),0,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14025,4.3.8,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data,25,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14026,4.3.8.1,1,  Average total income of lone-parent economic families in 2015 ($),0,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14027,4.3.8.2,1,  Average after-tax income of lone-parent economic families in 2015 ($),0,,
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14028,4.3.9,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data,105,40,65
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14029,4.3.9.1,1,  Median total income in 2015 for persons aged 15 years and over not in economic families ($),24128,33408,21440
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14030,4.3.9.2,1,  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($),22848,28480,21312
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14031,4.3.10,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,85,25,60
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14032,4.3.10.1,1,  Average total income in 2015 for persons aged 15 years and over not in economic families ($),28441,31689,27042
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14033,4.3.10.2,1,  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($),25592,27052,24963
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14034,4.3.11,0,Total - Economic family income decile group for the population in private households - 100% data,485,220,270
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14035,4.3.11.1,1,  In the bottom half of the distribution,350,155,195
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14036,4.3.11.1.1,2,    In the bottom decile,40,15,25
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14037,4.3.11.1.2,2,    In the second decile,100,35,65
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14038,4.3.11.1.3,2,    In the third decile,85,45,40
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14039,4.3.11.1.4,2,    In the fourth decile,50,25,25
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14040,4.3.11.1.5,2,    In the fifth decile,70,30,40
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14041,4.3.11.2,1,  In the top half of the distribution,140,70,70
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14042,4.3.11.2.1,2,    In the sixth decile,40,20,25
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14043,4.3.11.2.2,2,    In the seventh decile,55,30,30
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14044,4.3.11.2.3,2,    In the eighth decile,10,5,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14045,4.3.11.2.4,2,    In the ninth decile,20,10,10
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,14046,4.3.11.2.5,2,    In the top decile,15,10,5
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15000,4.4.1,0,Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,485,225,265
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15001,4.4.1.1,1,  0 to 17 years,70,30,40
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15002,4.4.1.1.1,2,    0 to 5 years,10,5,5
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15003,4.4.1.2,1,  18 to 64 years,265,125,135
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15004,4.4.1.3,1,  65 years and over,150,65,85
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15005,4.4.2,0,"In low income based on the Low-income measure, after tax (LIM-AT)",105,35,65
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15006,4.4.2.1,1,  0 to 17 years,5,5,5
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15007,4.4.2.1.1,2,    0 to 5 years,5,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15008,4.4.2.2,1,  18 to 64 years,40,15,30
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15009,4.4.2.3,1,  65 years and over,55,20,35
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15010,4.4.3,0,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",21.6,15.6,24.5
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15011,4.4.3.1,1,  0 to 17 years (%),7.1,16.7,12.5
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15012,4.4.3.1.1,2,    0 to 5 years (%),50,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15013,4.4.3.2,1,  18 to 64 years (%),15.1,12,22.2
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15014,4.4.3.3,1,  65 years and over (%),36.7,30.8,41.2
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15015,4.4.4,0,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",15,10,10
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15016,4.4.4.1,1,  0 to 17 years,0,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15017,4.4.4.1.1,2,    0 to 5 years,0,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15018,4.4.4.2,1,  18 to 64 years,15,10,5
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15019,4.4.4.3,1,  65 years and over,0,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15020,4.4.5,0,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",3.1,4.4,3.8
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15021,4.4.5.1,1,  0 to 17 years (%),0,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15022,4.4.5.1.1,2,    0 to 5 years (%),0,0,0
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15023,4.4.5.2,1,  18 to 64 years (%),5.7,8,3.7
2016A00051201009,12,Nova Scotia,Lockeport,Town,Income,15024,4.4.5.3,1,  65 years and over (%),0,0,0
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12000,4.1.1,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,6745,3370,3375
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12001,4.1.1.1,1,  Number of total income recipients aged 15 years and over in private households - 100% data,6565,3310,3260
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12002,4.1.1.1.1,2,    Median total income in 2015 among recipients ($),31175,40448,24521
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12003,4.1.1.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 100% data,6565,3310,3260
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12004,4.1.1.2.1,2,    Median after-tax income in 2015 among recipients ($),28117,35072,22694
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12005,4.1.1.3,1,  Number of market income recipients aged 15 years and over in private households - 100% data,5775,3010,2770
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12006,4.1.1.3.1,2,    Median market income in 2015 among recipients ($),28526,37073,21795
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12007,4.1.1.4,1,  Number of government transfers recipients aged 15 years and over in private households - 100% data,5225,2560,2660
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12008,4.1.1.4.1,2,    Median government transfers in 2015 among recipients ($),9143,10965,7552
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12009,4.1.1.5,1,  Number of employment income recipients aged 15 years and over in private households - 100% data,4710,2530,2180
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12010,4.1.1.5.1,2,    Median employment income in 2015 among recipients ($),29331,38134,21840
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12011,4.1.2,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data,6745,3370,3375
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12012,4.1.2.1,1,  Number of total income recipients aged 15 years and over in private households - 25% sample data,6570,3315,3260
2016A00051202001,12,Nova Scotia,Argyle,Municipal district,Income,12013,4.1.2.1.1,2,    Average total income in 2015 among recipients ($),38996,48487,29336
