GUID,PN,SDN,GT,GSF,GLF,DQF
2016A00055937802,British Columbia,Enderby 2,Indian reserve,10.1,10.2,1111
2016A00055937803,British Columbia,Priest's Valley 6,Indian reserve,19.6,26.0,1222
2016A00055939007,British Columbia,Golden,Town,9.4,12.0,111
2016A00055939011,British Columbia,Columbia-Shuswap A,Regional district electoral area,11.1,12.4,1111
2016A00055939019,British Columbia,Revelstoke,City,6.5,9.7,101
2016A00055939023,British Columbia,Columbia-Shuswap B,Regional district electoral area,9.4,13.2,111
2016A00055939032,British Columbia,Salmon Arm,City,5.0,5.4,0
2016A00055939037,British Columbia,Columbia-Shuswap C,Regional district electoral area,7.3,11.4,111
2016A00055939039,British Columbia,Columbia-Shuswap D,Regional district electoral area,4.4,7.5,0
2016A00055939043,British Columbia,Columbia-Shuswap E,Regional district electoral area,8.9,10.8,111
2016A00055939044,British Columbia,Columbia-Shuswap F,Regional district electoral area,6.9,8.5,101
2016A00055939045,British Columbia,Sicamous,District municipality,7.5,9.7,101
2016A00055941005,British Columbia,One Hundred Mile House,District municipality,13.2,9.9,1101
2016A00055941009,British Columbia,Williams Lake,City,6.4,5.6,101
2016A00055941010,British Columbia,Cariboo D,Regional district electoral area,4.4,6.0,0
2016A00055941012,British Columbia,Cariboo E,Regional district electoral area,3.4,5.3,0
2016A00055941013,British Columbia,Quesnel,City,4.9,9.8,1
2016A00055941014,British Columbia,Cariboo F,Regional district electoral area,4.9,8.5,101
2016A00055941015,British Columbia,Cariboo G,Regional district electoral area,5.8,7.5,0
2016A00055941016,British Columbia,Cariboo H,Regional district electoral area,6.4,11.5,111
2016A00055941017,British Columbia,Cariboo L,Regional district electoral area,6.4,9.0,1
2016A00055941019,British Columbia,Cariboo A,Regional district electoral area,3.6,6.6,0
2016A00055941021,British Columbia,Cariboo B,Regional district electoral area,4.3,10.0,11
2016A00055941026,British Columbia,Cariboo C,Regional district electoral area,5.6,13.1,11
2016A00055941027,British Columbia,Cariboo I,Regional district electoral area,4.4,6.9,0
2016A00055941039,British Columbia,Cariboo J,Regional district electoral area,12.9,9.8,1101
2016A00055941041,British Columbia,Cariboo K,Regional district electoral area,13.7,20.3,1122
2016A00055941801,British Columbia,Alkali Lake 1,Indian reserve,10.3,11.8,1111
2016A00055941821,British Columbia,Anahim's Flat 1,Indian reserve,4.3,4.6,202
2016A00055943008,British Columbia,Alert Bay,Village,10.8,13.5,1111
2016A00055943012,British Columbia,Port McNeill,Town,4.4,5.8,0
2016A00055943017,British Columbia,Port Alice,Village,8.6,3.8,100
2016A00055943023,British Columbia,Port Hardy,District municipality,7.0,8.9,101
2016A00055943031,British Columbia,Mount Waddington C,Regional district electoral area,7.0,9.1,101
2016A00055943037,British Columbia,Mount Waddington A,Regional district electoral area,10.1,9.9,1101
2016A00055943806,British Columbia,Tsulquate 4,Indian reserve,9.7,10.5,111
2016A00055943837,British Columbia,Alert Bay,Indian reserve,8.0,8.5,101
2016A00055945010,British Columbia,Central Coast C,Regional district electoral area,7.8,0.0,100
2016A00055945012,British Columbia,Central Coast D,Regional district electoral area,6.0,0.0,100
2016A00055945801,British Columbia,Bella Bella 1,Indian reserve,11.2,11.9,1212
2016A00055945802,British Columbia,Bella Coola 1,Indian reserve,9.0,9.4,202
2016A00055947007,British Columbia,Port Edward,District municipality,6.1,7.5,101
2016A00055947012,British Columbia,Prince Rupert,City,4.4,5.6,101
2016A00055947023,British Columbia,Masset,Village,9.9,16.1,111
2016A00055947026,British Columbia,Queen Charlotte,Village,6.1,4.8,100
2016A00055947027,British Columbia,Skeena-Queen Charlotte D,Regional district electoral area,8.6,14.5,112
2016A00055947030,British Columbia,Port Clements,Village,4.8,6.8,100
2016A00055947032,British Columbia,Skeena-Queen Charlotte E,Regional district electoral area,21.6,17.1,2213
2016A00055947803,British Columbia,Masset 1,Indian reserve,6.7,7.1,202
2016A00055947804,British Columbia,Skidegate 1,Indian reserve,17.1,16.9,1212
2016A00055947807,British Columbia,Dolphin Island 1,Indian reserve,8.8,10.4,111
2016A00055947809,British Columbia,Lax Kw'alaams 1,Indian reserve,6.2,6.2,202
2016A00055949005,British Columbia,Kitimat,District municipality,4.6,4.8,0
2016A00055949011,British Columbia,Terrace,City,4.2,3.7,0
2016A00055949013,British Columbia,Kitimat-Stikine C (Part 1),Regional district electoral area,5.1,8.0,1
2016A00055949018,British Columbia,Kitimat-Stikine E,Regional district electoral area,3.6,5.0,1
2016A00055949024,British Columbia,New Hazelton,District municipality,8.1,16.1,111
